tweet_id,created_at,raw_text_tweet,user_location,retweet_count,like_count
1969682450067738854,21 Sep 2025 08:37:45 AM,"Removing median in long bazzar is not good idea..It will create furthermore traffic choas..Also solution will come only if Nethaji market shift to outskirt! @Vellore_Corpn @MayorSujatha 
@dmkathiranand @katpadidmk @APNandakumarMLA @dmkvellore @DMKVellore_ @ProVellore @PtVellore https://t.co/9fZdHzWrWv",,2,5
1967849538896756736,16 Sep 2025 07:14:25 AM,"@vijjJimmy Other than Tumkur, I would assume Chennai - BLR HSR will cover these stations
Bengaluru–Mysuru–Tumkur, Chennai–Sriperumbudur–Kanchipuram–Vellore. Small cities dont have a traffic issues like big ones.",Vellore,0,0
1967614687484551336,15 Sep 2025 03:41:12 PM,@dinesh_e_dmk @TharshDa @TVKVijayHQ Ohh ungalku incident sollava!! Public damage pandranga public affect aaguranga katharitu irukkinga la adhuvum fake news oda!! Unga Daddy Stalin Vellore visit varum bodhu Public pora main road junction la Open stage potu traffic jam pannanga adhellam enga category la varum,Vellore,0,0
1967595635118641430,15 Sep 2025 02:25:30 PM,"@AndhraPradeshCM @ncbn split bus stand 2 parts ,Chennai, Bangalore, vellore route main busyand 
Hyderabad bus stand at Mangalam depot ,this will ease the traffic issues.",Vellore,0,1
1967454082748297548,15 Sep 2025 05:03:01 AM,"@__ANM2__ @BoyMadras @UpdatesChennai Pune isn’t enough. It is facing similar traffic/infra issues.

I have seen Coimbatore, it needs big time infra n investment as substitute of Chennai. Cities like Nagpur, Nashik, Madurai, Vellore, Warangal, Indore, Mysuru, Mangalore, UDUPI, Kanpur, Varanasi etc should be next hubs",Vellore,0,0
1965951581662405081,11 Sep 2025 01:32:37 AM,@nachiket1982 @DriveSmart_IN I think the volume of vehicles has made it worse. 9 years ago I used to think that the traffic sense in Trichy (where I am) was better than the traffic sense in Vellore (where I studied). Today I can say that Trichy is the same or worse when compared to Vellore.,Vellore,0,1
1963124316553249004,03 Sep 2025 06:18:04 AM,"Traffic diversion in Vellore due to bridge construction works

https://t.co/kBZJvT895S",Vellore,0,0
1962823954739142676,02 Sep 2025 10:24:32 AM,"As part of the Intensified IEC Campaign 2.0, HIV/AIDS awareness messages were displayed on LED boards at traffic signals across Vellore District 🚦💡 to create awareness among the public. https://t.co/xTX0jwSAaq",Vellore,0,0
1961462486127055293,29 Aug 2025 04:14:33 PM,"One of the core issue of #Vellore is traffic congestion..No briad roads n flyover..None of politicans cared and addressed this🤷‍♂️ @mkstalin
@KanimozhiDMK
@dmkathiranand
@dmkvellore
@katpadidmk
@DMKVellore_
@Vellore_Corpn
@APNandakumarMLA @evvelu
@ProVellore
https://t.co/ZoSSRJchoi",Vellore,1,4
1961317291540275551,29 Aug 2025 06:37:36 AM,"At the Vellore-Arcot Road, traffic police have locked the tires of private ambulances parked on the roadside near CMC Hospital. The action was taken after repeated complaints of traffic congestion and disregard for police warnings. https://t.co/J0QdGcxp33",Vellore,0,0
1961129013315080202,28 Aug 2025 06:09:27 PM,"@hiddenmystery47 @vinothAIADMKVLR @arivalayam The video shows traffic police in Vellore applying wheel locks to private ambulances parked near CMC hospital, citing traffic congestion. Drivers claim it was sudden, without notice, impacting emergency services after 25+ years of operation. No verified sources confirm political…",Vellore,0,0
1960720097557045633,27 Aug 2025 03:04:34 PM,New Research: Evaluating urban traffic dynamics: a study of mobility in Vellore city https://t.co/DgwoT1FyQW #FrontiersIn #SustainableCities,Vellore,0,3
1960571168999506257,27 Aug 2025 05:12:46 AM,The movement of cows at the old bus stand in the early morning hours is causing disruption to bus traffic and causing fear to passengers. The corporation administration is requested to take appropriate action. https://t.co/N3Q9DPB7kf,,0,0
1960250251920425060,26 Aug 2025 07:57:34 AM,"Chennai: Police have arrested two individuals from Maharashtra, Bapan Pawar (21) and Diya Pawar (20), for begging at Tambaram traffic signals by pretending to be differently abled. https://t.co/Mlbsp8x0k3",,0,0
1958535514589720689,21 Aug 2025 02:23:49 PM,"#Vellore traffic becomes horrific day-by-day..Only city without flyover..No single step taken by any govt. for long time demand
@mkstalin @KanimozhiDMK @evvelu @dmkathiranand @katpadidmk @APNandakumarMLA @dmkvellore @DMKVellore_ @PtVellore @ProVellore @Vellore_Corpn @MayorSujatha https://t.co/1MNH3NIJWS",Vellore,6,20
1958169157838467371,20 Aug 2025 02:08:02 PM,"Chennai is set for a traffic breather as NHAI has floated tenders for an 8.1km six-lane elevated corridor between Poonamallee and Maduravoyal, pegged at ₹1,250 crore. Promising faster entry for vehicles from Bengaluru, Krishnagiri, and Vellore, the toll-based corridor will… https://t.co/IyH6p8MH9k",Vellore,2,29
1957839218195202488,19 Aug 2025 04:16:59 PM,"Today traffic in #Vellore was a mess arrival of @EPSTamilNadu &amp; AIADMK. @VellorePolice seemed unorganized &amp; could have managed better with one-way routes.I urge them to be better prepared for coming political events.Vlr is healthcare hub,smooth traffic is essential @ProVellore",Vellore,0,3
