tweet_id,created_at,raw_text_tweet,user_location,retweet_count,like_count
1.9678495388967567e+18,16 Sep 2025 07:14:25 AM,"@vijjJimmy Other than Tumkur, I would assume Chennai - BLR HSR will cover these stations
Bengaluru–Mysuru–Tumkur, Chennai–Sriperumbudur–Kanchipuram–Vellore. Small cities dont have a traffic issues like big ones.",Vellore,0,0
1.9676146874845517e+18,15 Sep 2025 03:41:12 PM,@dinesh_e_dmk @TharshDa @TVKVijayHQ Ohh ungalku incident sollava!! Public damage pandranga public affect aaguranga katharitu irukkinga la adhuvum fake news oda!! Unga Daddy Stalin Vellore visit varum bodhu Public pora main road junction la Open stage potu traffic jam pannanga adhellam enga category la varum,Vellore,0,0
1.9675956351186412e+18,15 Sep 2025 02:25:30 PM,"@AndhraPradeshCM @ncbn split bus stand 2 parts ,Chennai, Bangalore, vellore route main busyand 
Hyderabad bus stand at Mangalam depot ,this will ease the traffic issues.",Vellore,0,0
1.9674540827482972e+18,15 Sep 2025 05:03:01 AM,"@__ANM2__ @BoyMadras @UpdatesChennai Pune isn’t enough. It is facing similar traffic/infra issues.

I have seen Coimbatore, it needs big time infra n investment as substitute of Chennai. Cities like Nagpur, Nashik, Madurai, Vellore, Warangal, Indore, Mysuru, Mangalore, UDUPI, Kanpur, Varanasi etc should be next hubs",Vellore,0,0
1.965951581662405e+18,11 Sep 2025 01:32:37 AM,@nachiket1982 @DriveSmart_IN I think the volume of vehicles has made it worse. 9 years ago I used to think that the traffic sense in Trichy (where I am) was better than the traffic sense in Vellore (where I studied). Today I can say that Trichy is the same or worse when compared to Vellore.,Vellore,0,1
1.963124316553249e+18,03 Sep 2025 06:18:04 AM,"Traffic diversion in Vellore due to bridge construction works

https://t.co/kBZJvT895S",Vellore,0,0
1.962823954739143e+18,02 Sep 2025 10:24:32 AM,"As part of the Intensified IEC Campaign 2.0, HIV/AIDS awareness messages were displayed on LED boards at traffic signals across Vellore District 🚦💡 to create awareness among the public. https://t.co/xTX0jwSAaq",Vellore,0,0
1.9614624861270556e+18,29 Aug 2025 04:14:33 PM,"One of the core issue of #Vellore is traffic congestion..No briad roads n flyover..None of politicans cared and addressed this🤷‍♂️ @mkstalin
@KanimozhiDMK
@dmkathiranand
@dmkvellore
@katpadidmk
@DMKVellore_
@Vellore_Corpn
@APNandakumarMLA @evvelu
@ProVellore
https://t.co/ZoSSRJchoi",Vellore,1,4
1.9613172915402757e+18,29 Aug 2025 06:37:36 AM,"At the Vellore-Arcot Road, traffic police have locked the tires of private ambulances parked on the roadside near CMC Hospital. The action was taken after repeated complaints of traffic congestion and disregard for police warnings. https://t.co/J0QdGcxp33",Vellore,0,0
1.96112901331508e+18,28 Aug 2025 06:09:27 PM,"@hiddenmystery47 @vinothAIADMKVLR @arivalayam The video shows traffic police in Vellore applying wheel locks to private ambulances parked near CMC hospital, citing traffic congestion. Drivers claim it was sudden, without notice, impacting emergency services after 25+ years of operation. No verified sources confirm political…",Vellore,0,0
1.9607200975570455e+18,27 Aug 2025 03:04:34 PM,New Research: Evaluating urban traffic dynamics: a study of mobility in Vellore city https://t.co/DgwoT1FyQW #FrontiersIn #SustainableCities,Vellore,0,3
1.9605711689995064e+18,27 Aug 2025 05:12:46 AM,The movement of cows at the old bus stand in the early morning hours is causing disruption to bus traffic and causing fear to passengers. The corporation administration is requested to take appropriate action. https://t.co/N3Q9DPB7kf,,0,0
1.960250251920425e+18,26 Aug 2025 07:57:34 AM,"Chennai: Police have arrested two individuals from Maharashtra, Bapan Pawar (21) and Diya Pawar (20), for begging at Tambaram traffic signals by pretending to be differently abled. https://t.co/Mlbsp8x0k3",,0,0
1.9585355145897208e+18,21 Aug 2025 02:23:49 PM,"#Vellore traffic becomes horrific day-by-day..Only city without flyover..No single step taken by any govt. for long time demand
@mkstalin @KanimozhiDMK @evvelu @dmkathiranand @katpadidmk @APNandakumarMLA @dmkvellore @DMKVellore_ @PtVellore @ProVellore @Vellore_Corpn @MayorSujatha https://t.co/1MNH3NIJWS",Vellore,6,20
1.9581691578384676e+18,20 Aug 2025 02:08:02 PM,"Chennai is set for a traffic breather as NHAI has floated tenders for an 8.1km six-lane elevated corridor between Poonamallee and Maduravoyal, pegged at ₹1,250 crore. Promising faster entry for vehicles from Bengaluru, Krishnagiri, and Vellore, the toll-based corridor will… https://t.co/IyH6p8MH9k",Vellore,2,30
1.9578392181952023e+18,19 Aug 2025 04:16:59 PM,"Today traffic in #Vellore was a mess arrival of @EPSTamilNadu &amp; AIADMK. @VellorePolice seemed unorganized &amp; could have managed better with one-way routes.I urge them to be better prepared for coming political events.Vlr is healthcare hub,smooth traffic is essential @ProVellore",Vellore,0,3
1.9575736713983063e+18,18 Aug 2025 10:41:47 PM,@arunvis86 Yeah . Took right turn after vellore via gudiyatham and reached NE7 bit traffic but reduced 80 kms toll charges were 200 only from Chennai . But it took 7 hrs.,Vellore,0,0
1.9567421938775864e+18,16 Aug 2025 03:37:48 PM,"Tiruvannamalai: In Chengam, A welcome banner on a road suddenly collapsed just after Edappadi Palaniswami's vehicle passed. He narrowly escaped the accident, and the incident caused a traffic jam. https://t.co/9SGV6VF1YF",,0,0
1.954920012281488e+18,11 Aug 2025 02:57:06 PM,"Public have alleged that auto drivers are loading passengers at the Vellore Old Bus Stand where passengers board the bus, making it difficult to board the buses and causing traffic congestion. https://t.co/swvEk2kab4",Vellore,0,0
1.9541054134917284e+18,09 Aug 2025 09:00:10 AM,"A 200-metre bridge in #Vellore's Ammundi village, which connects to about 40 acres of farmland, was partly destroyed after heavy rain lashed #Vellore, #Tirupattur, and #Ranipet districts.
https://t.co/hwZMXcHYy3",Vellore,0,2
1.9534909411315305e+18,07 Aug 2025 04:18:29 PM,A small crane that fell into a gorge on a hilly road near Pernambut was rescued after a 7-hour struggle using a giant crane. The incident caused traffic disruption for 7 hours in the area. https://t.co/30ujHTO37W,,0,0
1.953381457189098e+18,07 Aug 2025 09:03:26 AM,"ASP Dhanush Kumar inspected areas including the new bus stand, Green Circle, and Arcot Road to reduce traffic congestion. https://t.co/nLZib23l0L",Arcot,0,0
1.9533814406550733e+18,07 Aug 2025 09:03:22 AM,"ASP Dhanush Kumar inspected areas including the new bus stand, Green Circle, and Arcot Road to reduce traffic congestion. https://t.co/FlZzwDZa4h",Arcot,0,0
1.9528922307312148e+18,06 Aug 2025 12:39:25 AM,"Instead of a pedestrian tunnel at Green Circle, a vehicle tunnel from Katpadi to #Vellore would have been a game-changer!This could have reduced 90% traffic &amp; streamlined routes for vehicles from BLR to CHN. Planning matters! Let's prioritize efficient solutions ! #SmartPlanning https://t.co/LITmHfY6x4",Vellore,0,6
1.9526346421561636e+18,05 Aug 2025 07:35:51 AM,Will the local Administration take action to issue a letter to Electric dept for further proces to shift the electric poll ?? @Vellore_Corpn @ProVellore @dmkvellore @dmkathiranand @KN_NEHRU @CMOTamilnadu @udaykotak . It will save us from a lot traffic . https://t.co/HJeGR887LZ,,1,2
1.924762374395114e+18,20 May 2025 09:41:25 AM,"கிரானைட் ஏற்றி சென்ற லாரியில் ஏற்பட்ட பழுது.. 6 மணி நேரத்திற்கும் மேலாக Traffic jam..!

#Vellore #Highway #Lorry #Trafficjam #TamilNews #NewsTamil #NewsTamil24x7 https://t.co/phP6vvozPU",Vellore,0,7
1.924758413755507e+18,20 May 2025 09:25:40 AM,"கிரானைட் ஏற்றி சென்ற லாரியில் ஏற்பட்ட பழுது.. 6 மணி நேரத்திற்கும் மேலாக Traffic jam..!

#Vellore #Highway #Lorry #Trafficjam #TamilNews #NewsTamil #NewsTamil24x7 https://t.co/xbdqF5V3n8",Vellore,0,5
1.924688070055756e+18,20 May 2025 04:46:09 AM,"Vellore, Tamil Nadu: A granite-laden lorry broke down near Pallikonda on the Bangalore-Chennai National Highway after hitting a speed breaker, causing a 5 km traffic jam. The incident disrupted traffic for over six hours. Ongoing flyover construction has further narrowed the… https://t.co/tvklQkQtaW",Vellore,2,3
1.891515631096226e+18,17 Feb 2025 03:50:43 PM,"#CMStalin #NitinGadkari #PMModi 
Very slow operation of the #Fastag reader each vehicle taking 25-30 secs at Chennasamudram Toll Plaza near Vellore, besides one of the lane was not working here now and massive traffic jam. Pls look into https://t.co/7J6NwYjtyb",Vellore,0,1
1.8871382727799483e+18,05 Feb 2025 01:56:40 PM,"#ThalaAjith annan fans rocked💥
Vellore police shocked😮 now theatre out side area full traffic jam for #VidaaMuyarchi celebration🎉 now police requested @Vellore_AK_Fort team to stop celebration due to out of control😷
#VidaamuyarchiFDFS 
#VidaaMuyarchiFestival 
#Ajithkumar𓃵 https://t.co/DMaaCvj8uk",Vellore,373,1629
1.8828600865086264e+18,24 Jan 2025 06:36:41 PM,"Flash news:
Traffic jam for 5 kms on  Chittoor Vellore highway as a truck broke down in one of those dreaded pot holes https://t.co/ecyO3CFp4z",Vellore,1,20
1.867270086446527e+18,12 Dec 2024 06:07:35 PM,"Huge traffic jam for several kms on Chittoor - Vellore highway, as a truck broke down near Naraharipeta.

Its high time, CTR - VLR highway needs to be upgraded to 4 lane.

@AndhraPradeshCM @ncbn @mkstalin @nitin_gadkari https://t.co/S2H96efZRO",Vellore,5,25
1.8146916740583145e+18,20 Jul 2024 03:59:45 PM,"Traffic jam on NH4 at Chittoor Collectorate.
It's taking 2 hrs from Chittoor to Vellore https://t.co/JonOBTRsxz",Vellore,0,26
1.780276973379691e+18,16 Apr 2024 04:48:01 PM,It wud take around 5 to 6 hrs (4.30 hrs-night travel)frm vellore to Salem due to poor roads and traffic jam from ammapettai to Salem bus stand. Better to prefer Krishnagiri route until road is completely updated. Max 4 hrs 30 mins.,Vellore,0,0
1.7288184251061783e+18,26 Nov 2023 04:50:07 PM,"20KMs+ Traffic jam
#Vellore-#Tiruvannamalai road https://t.co/lkLiPpnmNv",Vellore,0,1
1.7148441593859932e+18,19 Oct 2023 03:21:22 AM,@இளம்குறள் செய்திகள் @ilamkurall news @news @Dindigul @kodaikanal @truck @repair @traffic jam @vellore @digital news https://t.co/nYXar7iYlX,Vellore,0,0
1.703099184885191e+18,16 Sep 2023 05:31:02 PM,"Heavy traffic jam in vellore, not even one police personal to manage",Vellore,0,0
1.6904443450597622e+18,12 Aug 2023 07:25:13 PM,"@arrahman Sir, we travelled all the way  from Vellore with much difficulty because of heavy traffic jam. We spent more than  five hours in traveling. I kindly request you to refund the amount. My advance thanks for understanding  our difficulties. #requiredrefund #refund",Vellore,0,0
1.6782797689770516e+18,10 Jul 2023 05:47:32 AM,"for those who dont understand tamil, the news item says the vellore district collector forced a biryani shop to close because they were causing crowds &amp; traffic jam due to their free chicken biryani offer",Vellore,1,1
1.670029030064816e+18,17 Jun 2023 11:22:03 AM,"@PasumaiEarth @GMSRailway @draramadoss @annamalai_k @drramadoss @PMOIndia vellore to Tiruvannamalai daily 100 of bus running, Environment pollution, high cost ( train 25₹, bus 80₹) , wast of time, not user friendly for senior citizens, more number of road accident, traffic jam,",Vellore,0,1
1.667248855115772e+18,09 Jun 2023 07:14:37 PM,"When did Chennai -&gt; Bangalore by road become such a pain?! Left Porur at 3.30PM, reached Bangalore at 11.15PM (with a 30 minute dinner stop). 

- Terrible roads until Ranipet 
- 60 min traffic jam in Vellore 
- next to invisible roads from Ambur to Krishnagiri 

Why are we made… https://t.co/IIIksRSWAG",Vellore,8,135
1.6262296839763026e+18,16 Feb 2023 02:39:05 PM,"வாணியம்பாடி வளையாம்பட்டு மேம்பாலத்தில் ராட்சத இறக்கை ஏற்றிச்சென்ற வாகனம் பழுது - அங்கு மேலும் இரண்டு விபத்துக்கள்

#windturbine #heavyvehiclerepair #heavytarfficjam #valaiyambattuflyover #vaniyambadi 

https://t.co/02GeGnru7c",,0,2
1.5664424600703017e+18,04 Sep 2022 03:06:00 PM,"பூவை டூ போரூர்.. 10 நிமிடத்தில் டிராபிக் சாலையை கடந்தது இதயத்துடன் விரைந்த ஆம்புலன்ஸ்! https://t.co/ALjySrDjuq 

#poonthamalle | #Porur | #vellore",Vellore,5,22
1.4650279638926336e+18,28 Nov 2021 06:41:00 PM,"SP CTR Sri S.Senthil Kumar IPS along with SDPO CTR Sri N.Sudhakar Reddy with special parties rushed to the spot near Chilapalle,Gudipala(M) where heavy traffic jam was occurred due to over flow of water on Chittoor-Vellore highway.Cleared the traffic for safe passage of vehicles. https://t.co/TvvH7l9I2t",Vellore,1,10
1.3568475138741658e+18,03 Feb 2021 06:10:30 AM,Vellore cmc road megavum traffic jam aagirathu.sp Mattrum collector kalanthu aalosidhu.yella roadugalium one way aaga mattrinal mattumey traffic prachanai theerum. Ithu nadakum varail megavum adhigamaga pagiravum.thanks for more sharing friends. https://t.co/8CaxcRBpUl,Vellore,0,0
1.3370838855915151e+18,10 Dec 2020 05:16:54 PM,"@RanipetP Dear sir 
My wife on way to Vellore got struck traffic jam near ocheri bcoz truck overturned, still there for more than 3 hours, kindly clear the traffic asap as kids are yet  to sleep",Vellore,0,0
1.3336409005897523e+18,01 Dec 2020 05:15:43 AM,@nitin_gadkari heavy traffic jam in NH between chennai and vellore for last 3 -4 hrs. Please look into sir. Regards.,Vellore,1,0
1.2711155380857733e+18,11 Jun 2020 04:22:15 PM,"@CMOTamilNadu Sir, Bagayam to Katpadi route in Vellore is filled with Traffic jam always. For so many years it has been circulated that the fly over bridge is going to be built. But till now nothing happened.",Vellore,0,0
1.2250631053795e+18,05 Feb 2020 02:26:19 PM,"In Vellore,
1. Garbage collection &amp; disposal, solid &amp; Liquid logging in streets &amp; scavenger lanes
2. More Traffic Jam, No Ring road, Roads widening, connecting the roads etc., very essential in smart city agree ?",Vellore,0,0
1.2015203135924265e+18,02 Dec 2019 03:15:40 PM,"`துரைமுருகனின் யோசனை சாத்தியமில்லை!' - போக்குவரத்து நெரிசலில் தவிக்கும் வேலூர் #HeavyTraffic #Vellore #DuraiMurugan
https://t.co/vkJjGmnOay",Vellore,0,5
1.2015189516557883e+18,02 Dec 2019 03:10:15 PM,"`துரைமுருகனின் யோசனை சாத்தியமில்லை!' - போக்குவரத்து நெரிசலில் தவிக்கும் வேலூர் #HeavyTraffic #Vellore #DuraiMurugan
https://t.co/OnGdBPROoF",Vellore,1,8
1.2015187295337636e+18,02 Dec 2019 03:09:22 PM,"`துரைமுருகனின் யோசனை சாத்தியமில்லை!' - போக்குவரத்து நெரிசலில் தவிக்கும் வேலூர் #HeavyTraffic #Vellore #DuraiMurugan
https://t.co/5rXcHTadJp",Vellore,1,7
1.1902787834770104e+18,01 Nov 2019 02:45:50 PM,@VelloreDmk Sir we r in vellore from Indore. Heavy traffic jam tatpari to vellore mandir. No local police to control it. Kindly help.,Vellore,0,0
8.523845182457119e+17,13 Apr 2017 04:54:40 AM,"கத்திப்பாராவுக்குப் பூட்டு..  
https://t.co/c3eZ18HWlL?
#kathipara #chennai #tnfarmers #delhi #protest",,0,1
7.65949282050388e+17,17 Aug 2016 04:31:54 PM,"@PMOIndia Huge traffic jam at most of the toll plaza of NHAI,caught in jam while traveling from vellore to chennai . https://t.co/16e7TNkbd2",Vellore,1,0
6.723233024933274e+17,03 Dec 2015 07:55:41 AM,"@SoonaaPaanaa apdi illa..vellore buses r getting crowded..ellorum B'lore highway eduthaa, anga traffic jam aagum @ArchanaArchuu",Vellore,0,0
6.719917483488707e+17,02 Dec 2015 09:58:12 AM,@cheyyaruarun only road working is the national highway towards vellore. But complete traffic jam.,Vellore,0,0
6.252783036711813e+17,26 Jul 2015 12:15:39 PM,"huge traffic jam on NH46 near pallikonda, #Vellore. because of pattali makkal katchi manadu.#Frustrated",Vellore,0,0
3.024321094511657e+17,15 Feb 2013 03:00:08 PM,RT @arunkshan: 2kms Traffic Jam in chennai-Bangalore highway near vellore... 90 mins now...seems gonna take long time to clear!!,Vellore,0,0
2.6261990198911386e+17,28 Oct 2012 06:20:38 PM,Had a very worst journey from vellore to oosur shocking traffic jam on the highway..,Vellore,0,0
9.891640307523174e+16,04 Aug 2011 12:41:22 AM,@parthi_vellore I got it and replied immediately. The delay may be traffic jam or hangover. pls wait and see.,,0,0
1.6158619309441024e+16,18 Dec 2010 03:51:29 PM,"Traffic jam on toll pay road from pallikonda to vellore, reason deputy cm may cross the road!!!, with his team district, taluk, panchat etc",Vellore,1,0
1.968532181443044e+18,18 Sep 2025 04:27:00 AM,"தீப்பற்றி எரிந்த ஆம்னி பேருந்து | Vellore | Fire Accident | Kumudam News 

#vellore #pallikonda #accident #omnibus #fireaccident #kumudamnews https://t.co/JwIYU1kbi1",Vellore,0,0
1.96790764571868e+18,16 Sep 2025 11:05:19 AM,"On the way back from Bangalore, an accident landed us in CMC Vellore. First question on the admission form….Hindu or Christian? My co-passenger needed hand reconstruction surgery and they had no plastic surgeon on duty, finally done at Chennai’s Kauvery. 🙏…..But is this…",Vellore,2,7
1.965395257862021e+18,09 Sep 2025 12:41:59 PM,"பேருந்து லாரி இடையே  சிக்கி நூலிழையில் தப்பிய நபர் !

#bus #lorry #cctv #accident #vellore #news #zeetamilnews

https://t.co/b2Xik8GRGr",Vellore,0,1
1.9652890621532897e+18,09 Sep 2025 05:40:00 AM,"பேருந்து மற்றும் லாரிக்கு இடையே சிக்கிய இளைஞர் உயிர் தப்பும் காட்சிகள் | Vellore | Kumudam News

#KumudamNews24X7 #KumudamNews #vellore #accident #velloreaccident #cctv #lorry #bus https://t.co/ugwlvsLBYG",Vellore,1,0
1.964930450230522e+18,08 Sep 2025 05:55:00 AM,"In a veiled dig at AIADMK members who allegedly threatened and attacked ‘108’ ambulance drivers in Vellore and Tiruchy, DMK cadres offered prayers at a temple ahead of ex-CM Edappadi K Palaniswami’s visit. 

https://t.co/PWkbQZLXLY",Vellore,0,0
1.960948220244452e+18,28 Aug 2025 06:11:03 AM,"தென்னை மரம் வெட்டும் போது விபத்து.. மின்கம்பத்தில் சிக்கி சிறுமி உயிரி*ப்பு..!

#Vellore #Accident #Coconuttree #Girl #Electricpole #TamilNews #NewsTamil #NewsTamil24x7 https://t.co/RANzqs6EXX",Vellore,0,1
1.9598350810123635e+18,25 Aug 2025 04:27:49 AM,"Cuddalore: In Virudhachalam's Poovanur village, a school van lost control and overturned on the railway track. A major accident was averted as no train was approaching. The injured students were rescued with the help of locals and admitted to the hospital. https://t.co/YjL6QAMr2f",,0,0
1.9581099580183104e+18,20 Aug 2025 10:12:48 AM,"An accident occurred at the Madurai TVK conference venue when a 100-ft flagpole fell on a nearby car. Fortunately, no one was injured as the car was empty. https://t.co/q06n2OGIiN",,0,0
1.9545274878048097e+18,10 Aug 2025 12:57:21 PM,"#WATCH | A worker died of an electric shock while grinding ginger and garlic for biryani at a hotel in Vellore. The tragic incident was caught on CCTV, showing the moments leading up to the accident.

#CCTV #Vellore #Hotel #Tamil #Tamilnadu #Electriccooker https://t.co/YJHJVoYEG3",Vellore,0,0
1.95448554221908e+18,10 Aug 2025 10:10:40 AM,"#DINAMANI | சமையல் வேலையின்போது மின்சாரம் தாக்கி ஊழியர் உயிரிழப்பு! சிசிடிவி காட்சி! | Vellore

#Electrocution #WorkplaceSafety #CCTV #Accident #TragicNews #SafetyFirst #KitchenSafety #ViralVideo #IndiaNews #Unfortunate https://t.co/V5P38GdwAF",Vellore,1,2
1.9544836465192305e+18,10 Aug 2025 10:03:08 AM,"பிரியாணிக்கு இஞ்சி பூண்டு அரைத்த ஊழியருக்கு நேர்ந்த சோகம் | பதற வைக்கும் CCTV காட்சி

https://t.co/TjuMysZ7v8

#vellore #electricshock #accident #ThanthiTV",Vellore,0,0
1.954460382493336e+18,10 Aug 2025 08:30:41 AM,"#JUSTNOW | மின்சாரம் தாக்கி இளைஞர் பலி.. பதறவைக்கும் சிசிடிவி

#Vellore #Accident #CCTV #TNPolice #KumudamNews https://t.co/MlxSd7q2Up",Vellore,1,1
1.954063338922816e+18,09 Aug 2025 06:12:59 AM,"Vellore accident || குறுக்கே வந்த குசும்பு பிடித்த நாய்..ஓட்டுநர் அடித்த சடன் பிரேக் - ஆட்டோவில் சொருகிய பல்சர் பைக்

https://t.co/X2JCfUimiL 

#bikeaccident #autoaccident #accidentnews #dog #vellore #thanthitv",Vellore,0,0
1.95374109158636e+18,08 Aug 2025 08:52:29 AM,"In Ulundurpet, MLAs Manikkannan and Udayasuryan presented the ₹3 lakh solatium announced by the CM to the family of Moorthy, who died in a firecracker accident in Keelakuppam village last month. https://t.co/4OH2RcTAJE",,0,0
