tweet_id,created_at,raw_text_tweet,user_location,like_count,retweet_count
8.52E+17,2017-04-13 04:54:00+00:00,"கத்திப்பாராவுக்குப் பூட்டு..  
https://t.co/c3eZ18HWlL?
#kathipara #chennai #tnfarmers #delhi #protest",,1,0
7.66E+17,2016-08-17 16:31:00+00:00,"@PMOIndia Huge traffic jam at most of the toll plaza of NHAI,caught in jam while traveling from vellore to chennai . https://t.co/16e7TNkbd2",Vellore,0,1
6.72E+17,2015-12-03 07:55:00+00:00,"@SoonaaPaanaa apdi illa..vellore buses r getting crowded..ellorum B'lore highway eduthaa, anga traffic jam aagum @ArchanaArchuu",Vellore,0,0
6.25E+17,2015-07-26 12:15:00+00:00,"huge traffic jam on NH46 near pallikonda, #Vellore. because of pattali makkal katchi manadu.#Frustrated",Vellore,0,0
3.02E+17,2013-02-15 15:00:00+00:00,RT @arunkshan: 2kms Traffic Jam in chennai-Bangalore highway near vellore... 90 mins now...seems gonna take long time to clear!!,Vellore,0,0
nan,,,,0,0
1.85E+18,2024-10-19 01:16:00+00:00,"The roads are pathetic after Chithoor collectorate towards Christianpet, Vellore. Not sure who will fix it. If the authorities have closed for ROB construction they should make sure the alternative road is good to drive. That small stretch needs a revamp. @manachittooru",Vellore,0,0
1.74E+18,2024-01-08 05:07:00+00:00,"{IN Fighting Stigma} Tamil Nadu: Severe traffic jams due to heavy rain in Chennai; Schools closed in Vellore, other districts: Traffic moved at a snail's pace in Mayiladuthurai and Velachery Main Road. Due to continuous downpour, schools were also shut… https://t.co/HikQPT8Bnt",Vellore,0,0
1.64E+18,2023-04-09 05:14:00+00:00,"@SortedEagle @sowmiyasid But gates are closed, she's standing on the road, so Rahul's Ghar is road",,0,0
1.61E+18,2022-12-30 16:31:00+00:00,"ROAD CLOSURE UPDATES:

Vellore Road, Maddiston is open.

A883 Checkbar to Denny is still closed, high water levels from the river are affecting the area.

Hallam Road - crews on site removing water.",Vellore,2,1
1.60E+18,2022-12-18 06:22:00+00:00,#Vellore Route connecting NH to Service road near green circle that was closed two months ago with barricades is removed now. Two wheelers and cars are allowed to pass through it now.,Vellore,37,7
1.59E+18,2022-11-20 03:24:00+00:00,"Adea GMaps dongiri! - @Nammavellore #NH48 Green circle exit is closed..,
And you deny my valid edits reporting this!

@googlemaps don't just MISLEAD atleast 100 bikes/cars per busy hour by showing wrong direction,
Also resulting ROAD HAZARD as they stop in busy highway!
#Vellore https://t.co/2pCgFntDlC",Vellore,4,2
1.58E+18,2022-10-22 19:50:00+00:00,"ROAD CLOSURE: Major Mackenzie Dr W/Vellore Av  #Vaughan. Please use alternate routes. Roads closed for motor vehicle investigation. Any witnesses, please contact YRP at 905-881-1221.",Vellore,16,4
1.56E+18,2022-08-19 22:23:00+00:00,"@nitin_gadkari @narendramodi Sir wait time at toll on way chennai to vellore is more and etc lane 1 is closed, still toll operators charging toll. Road condition is worst. Pls refund toll",Vellore,0,0
1.35E+18,2021-01-25 07:29:00+00:00,"@nitin_gadkari @NHAI_Official @MORTHIndia Dear Gadkari Ji, travelled Pune-&gt;Vellore.. realised paid 1 INR per KM toll through FastTag for 1) Broken road just after/before toll 2) Highway is not completed and roads closed with horrible service lane but toll exist on every 60 Km.",Vellore,0,0
1.29E+18,2020-08-12 08:08:00+00:00,"⛔️ROAD CLOSURES AND FLOODING⛔️

Current road closures and flooding due to last nights adverse weather are:

A9 at Falkirk Fire Station is currently closed.  

Whitecross-
Vellore Road to Maddiston flooding. The road is open but passable with care.",Vellore,18,22
1.26E+18,2020-05-06 03:16:00+00:00,"In a bid to block two minor service roads, the police, which was short on metal barricades, closed the arterial Arcot Road in Vellore town preventing residents of Kagithapattarai locality from approaching the CMC Hospital directly on Tuesday. #lockdown
https://t.co/y2nLbWUToD",Vellore,0,0
1.13E+18,2019-05-07 20:09:00+00:00,Road closure @City_of_Vaughan. The eastbound lanes of Major Mackenzie Drive are closed at Vellore Woods due to a collision. #onYRRoads,Vellore,2,3
9.06E+17,2017-09-08 07:09:00+00:00,Just a reminder that on Sunday the Main Road will be closed between Bowhouse Roundabout and Vellore Road for the... https://t.co/AYp7HI78oJ,Vellore,1,1
8.03E+17,2016-11-26 17:12:00+00:00,ROAD CLOSURE NOTICE: Major Mackenzie will be closed from Vellore Woods to Peter Rupert for the SantaFest parade tomorrow from 12:30 – 5 pm.,Vellore,9,7
8.02E+17,2016-11-24 17:10:00+00:00,ROAD CLOSURE NOTICE: Major Mackenzie will be closed from Vellore Woods to Peter Rupert from 12:30 – 5 pm for the SantaFest parade on Sunday.,Vellore,0,0
6.82E+17,2015-12-30 08:14:00+00:00,"Fallen Tree. Vellore Road, Maddiston is currently closed to allow a fallen tree to be removed. The road should re-open in the next 1/2 hour",Vellore,0,2
5.93E+17,2015-04-28 06:09:00+00:00,#Falkirk - Polmont- A801 closed by an accident between M9 J4 Lathallan  and Vellore Road. Police directing traffic.happened about 06.55,Vellore,1,3
1.65E+18,2023-05-01 08:46:00+00:00,"@RanipetP Sir
Unfortunately no traffic police at Walajapet , when it was vellore district we have police officials.  Because of no police to control traffic at Walajapet there is huge traffic congestion. Multiple complaints made but no improvements.
@tnpoliceoffl",Vellore,0,0
1.25E+18,2020-04-22 04:22:00+00:00,"Traffic in Vellore on 22-4-20 near Raja Theatre. If people do not have self restraint, how Corona will be controlled? Police personnels are also human beings. How many times and in which ever way they will control? If they use force, HRC will take action. GOD ALONE SHOULD SAVE. https://t.co/XcUaIC7Hnv",Vellore,1,0
9.10E+17,2017-09-19 14:02:00+00:00,"In Tamil Nadu, Vellore-Many vehicles 2-wheelers, 4 Wheelers are running without nos- no police officers-Traffic SP Taking control-Accidents! https://t.co/sM2lnz8vzi",Vellore,0,0
1.91E+18,2025-04-22 15:47:00+00:00,"@dmkathiranand @arivalayam @mkstalin @katpadidmk @Udhaystalin @DMKITwing @DMKVellore_ Do something for #Vellore pls . people trusted the party and voted DMK .
Look at the traffic in vellore Katpadi bagyam 1route near thorapadi. https://t.co/BVDxEC1qWT",Vellore,8,1
1.90E+18,2025-03-14 06:34:00+00:00,"@SATHISH164125 @Velloretimes @vellore_smart @Updates_Vellore @katpadidmk @dmkathiranand @DMKVellore_ @sumugan15 This city is always silent &amp; Katpadi area always keeps developing , what about other places like bagayam side ? No flyovers , no enough city buses , no good roads , no proper traffic signals 🚦",Katpadi,4,1
1.86E+18,2024-12-05 14:28:00+00:00,"The route through Jolarpet is the problem! It's a whole lot round about. Plus the heavy freight traffic in Arakkonam section. Plus the heavy North-bound traffic in Katpadi section!  

No, we need a new route through Thiruvallur - Chitoor - Palamner - Hoskote.

#Bengaluru #Chennai",Katpadi,5,1
1.84E+18,2024-10-11 17:47:00+00:00,"Diversion of Trains due to Train Accident of https://t.co/EMHwadnzGb.12578 Mysuru Junction - Dharbhanga Bagmati Superfast Exp

Tr No.13351 Dhanbad – Alappuzha Exp is diverted via Renigunta-Melpakkam-Katpadi skipping stoppages Nayaudu Petta,Sullurupeta,Chennai Central &amp; Arakkonam",Katpadi,39,19
1.72E+18,2023-10-30 09:27:00+00:00,"@AshwiniVaishnaw @RailwaySeva @RailMadad Sir we are travelling from chandrapura to Katpadi pnr number 6126652868 ,6626624594 due to accident yesterday our train is diverted and still we are in Rajnandgaon station train is waiting here from last 2hrs pls help us.patient is with us",Katpadi,0,1
1.66E+18,2023-06-03 10:30:00+00:00,"#TrainAccident Kith &amp; kin of accident victims may contact Helpline Nos. of Chennai Division and register for journey by the special train with their names, address and phone numbers. 

Help desks functional at #Chennai, Katpadi and Jolarpettai may also be contacted in this regard https://t.co/mVWLhR1iRY",Katpadi,0,0
1.46E+18,2021-11-08 11:39:00+00:00,"மதுபோதையில் காரை இயக்கி இருசக்கர வாகனத்தின் மீது மோதியதில் மேம்பாலத்தில் இருந்து தூக்கி வீசப்பட்ட இளைஞர்...
#Vellore | #Katpadi | #Bike | #Accident | #Car https://t.co/BpMeskZj4h",Vellore,58,15
1.45E+18,2021-10-07 13:07:00+00:00,"In 83 wn my bro ws 3yrs old, a whole masjid offered prayer 4 his recovery as he ws critical due2an accident.This ws India.
Evn nw in Katpadi,Udupi dist, d flower sellers r Muslims,majority of buyers r hindus.. Interestingly majority of Christian's plant Flowers in d nearby area.",Katpadi,0,0
1.38E+18,2021-04-18 09:02:00+00:00,காட்பாடியை அடுத்துள்ள லத்தேரியில் பட்டாசு கடையில் பயங்கர தீ விபத்து 3 பேர் பலி https://t.co/8Pa0Ey1bk3 via @myranipettai,,0,0
1.21E+18,2019-12-20 14:05:00+00:00,@PiyushGoyal @PiyushGoyalOffc @RailMinIndia @GMSRailway accident averted at katpadi Station due to some wise thinking of a passenger to pull up chain..apathy is RPF came just to enquire who pull the chain. Is passenger safety will be given more importance?,Katpadi,0,0
1.17E+18,2019-09-10 07:40:00+00:00,"ஒரே தண்டவாளத்தில் நேருக்கு நேர் வந்த இரண்டு ரயில்கள்! - அடுத்து நடந்தது என்ன?
#Chennai

https://t.co/d0WEWuDdmL",,0,0
1.53E+18,2022-06-01 02:38:00+00:00,"Traffic will be diverted through various roads from June 1 to ensure repair work on the Katpadi Road bridge which spans the tracks near Katpadi railway station. 

#TrafficUpdate #TamilNadu #Katpadi 
https://t.co/ooCSYJfRI5",Katpadi,0,0
1.41E+18,2021-07-08 01:33:00+00:00,"2 Mangaluru-Chennai train to remain canceled
Train services between Mangaluru and Chennai partially canceled in view of line &amp; power block to facilitate engineering works pertaining to strengthening of a road overbridge at Katpadi railway station.
https://t.co/zdRQYtrAIO",Katpadi,2,0
1.22E+18,2020-01-30 15:44:00+00:00,"@dmkathiranand @asianet_tamil @DMKITwing @arivalayam @DMKVellore_ @TamilTheHindu @htTweets @the_hindu @dinakaranonline @dinamalarweb We keep voting DMK for past 20 years in katpadi constitution, till now we don’t have proper roads &amp; street lights around Katpadi. Traffic is very bad near Chittoor road &amp; railway station. It will be appreciated if it’s resolved soon.",Katpadi,0,0
1.09E+18,2019-01-28 01:55:00+00:00,"@ncbn @JaiTDP @ysjagan @YSRCParty @Srdencogtl @drmgtl KIND ATTEN: DRM GUNTAKAL Div
 Sir my village (Gurugunetham) road is closed due to the removal of Level Crossing No.55 on the year 2009 (Near Bommasamudram Railway Station Tirupathi-Katpadi Line), Provid Road to my Village sir. https://t.co/PRrINkIhzS",Katpadi,0,0
7.39E+17,2016-06-04 13:44:00+00:00,travelling to Katpadi Junction railway station from Kodaikanal Road railway station https://t.co/p1yRYgZZnB,Katpadi,0,0
2.96E+17,2013-01-27 16:38:00+00:00,"Check distance from Katpadi Railway Station, Tamil Nadu, India to Sadum Road, Chittoor, Andhra Pradesh, India @ http://t.co/DIQIskpP!",Katpadi,0,0
1.68E+17,2012-02-09 11:21:00+00:00,"Check distance from Katpadi Road, Vellore, Tamil Nadu, India to Vascodagama Railway Station, Goa, India @ http://t.co/DIQMZUqJ!",Vellore,0,0
1.46E+17,2011-12-10 14:09:00+00:00,Renigunta Car Rental from Renigunta Junction Railway Station to Katpadi Road Vellore @ http://t.co/TQUUzEFK,Vellore,0,0
1.83E+18,2024-08-31 08:17:00+00:00,"#Vellore new flyover at Ponnai!

Similar flyovers require inside city especially at CMC/Makkan/Venkateswara School/Green Circle/Katpadi Junction..Day-by-day traffic congestion is getting worse..Pls take steps! @dmkathiranand @katpadidmk @APNandakumarMLA @dmkvellore @DMKVellore_ https://t.co/ulhTIhjc0k",Vellore,16,2
1.82E+18,2024-08-04 12:11:00+00:00,"@BloodDonorsIn 
##Urgently required blood donors##
Patient Name: Mr. Raja
Diagnosis: Road Traffic Accident,(Heavy blood loss)
Ward : Trauma ICU 
Blood group: 15 Units,(Any blood group)
Hospital: CMC Vellore, Ranipet campus
Contact: Rajesh +918124216819
##pleasehelp##",Vellore,1,0
1.77E+18,2024-03-18 04:09:00+00:00,"religious centre's attract more annual tourist traffic , in this town it is CMC , Vellore

🙏 https://t.co/3BaauwMzHH",Vellore,1,0
1.24E+18,2020-03-31 05:15:00+00:00,"@CMOTamilNadu Dear CM, my mom is a stage 3 ovarian patient @ CMC in Vellore. Today morning while going to the hospital for an appointment her auto was stopped by traffic police at Green circle and the auto driver was hassled. Police didn't listen to my mom (1)",Vellore,0,0
1.02E+18,2018-07-23 21:08:00+00:00,"India leads the world in traffic accidents and related injuries. Christian Medical College &amp; Hospital is building the 1st Level 1 Trauma Center in S. India, supported by Vellore CMC Foundation. My husband &amp; I hope you'll join us in supporting the effort:  https://t.co/oKGEPw7bvF https://t.co/dkXn5ldp40",Vellore,16,6
7.61E+17,2016-08-03 21:29:00+00:00,"@mkstalin @kalaignar89 flyovers on vellore city at CMC,makhan and TTD junctions to reduce traffic and expansion of roads all around the city",Vellore,0,0
1.55E+18,2022-07-23 07:03:00+00:00,@CMCCuttack  Road completely closed by contractor cmc since 5 month in the name of road construction  no action by cmc is cmc under control of contractor? https://t.co/V2bKYDddtm,,4,0
1.37E+18,2021-03-22 08:34:00+00:00,"After waiting for 45 mins,decided to take the long route addtnl 30kms) to Vellore via arani. prayed at golden temple(for 3 hours) &amp; took the NH48 road.. to our shock the traffic was blocked again near krishnagiri toll booth for an hour to allow EPS to pass thru.. @krishnagirismc",Vellore,0,0
9.54E+17,2018-01-19 10:13:00+00:00,"@nitin_gadkari Pathetic Road Conditions of NH48 for past 5yrs fm Vellore to sriperumbudur strech,one of the worst road ever causing slow moving traffic.There are 2 toll plaza where collecting fee without any maintenance work. Can you pls penalise the contractor or make it free",Vellore,0,0
8.19E+17,2017-01-11 05:37:00+00:00,The haphazard traffic in #vellore city makes it to one of the topmost accident blackspot in India! @PonnaarrBJP @nitin_gadkari #NH234 #NH48 https://t.co/OGUW0NuoFq,Vellore,0,0
1.75E+18,2024-01-21 06:00:00+00:00,"Residents in Alangayam town in #Tirupattur blocked the Alangayam-Vellore Main Road, which is maintained by the State Highways Department, on Saturday against a damage of the storm-water drain, resulting in diversion of wastewater to the highway.

https://t.co/oUDSCzHOXr",Vellore,3,0
8.65E+17,2017-05-18 13:56:00+00:00,"சூறைக்காற்றுக்கு தாங்காத அரசுப் பேருந்தின் மேற்கூரை
#Vaniyambadi #vellore #HeavyStorm #HeavyRain #GovernmentBus
https://t.co/R5hjQP4DDR https://t.co/EXVY1CfgB3",Vellore,6,5
1.50E+18,2022-03-12 17:05:00+00:00,@Batman_is_her VIT students have returned back &amp; so lot of floating population will be there for next 2 weeks. There was an accident at green circle where a cement roller mixer got detached from a lorry &amp; fell over a passingby auto &amp; caused huge traffic in the busiest signal of Vellore.,Vellore,0,1
1.40E+18,2021-06-10 19:15:00+00:00,"There is only one way to ease traffic congestion at vellore green signal is to demolish the VIT constructed round concrete circle immediately which will widen the entire stretch of road for hassle free traffic snarl?So,vellorecollector should call for demolition work immediately.",Vellore,0,0
4.40E+17,2014-03-01 06:00:00+00:00,"VIT students develop automatic traffic management system

VELLORE: Two students of Vellore Institute of... http://t.co/VKbYIlPqSi",Vellore,0,0
4.39E+17,2014-02-28 18:28:00+00:00,VIT students develop automatic traffic management system: Two students of Vellore Institute of Technology... http://t.co/CiJQW5MJHt,Vellore,0,0
3.95E+16,2011-02-21 02:40:00+00:00,"vit.ac.in vit university, vellore, tamilnadu - 632 014, india. Worth, Review, Traffic Analy... http://www.trafficoutlook.com/vit.ac.in",Vellore,0,0
5.55E+17,2015-01-12 14:12:00+00:00,"C7, Vellore Road (Maddiston to Whitecross) remains closed due to flooding.",Vellore,0,4
4.92E+17,2014-07-23 22:59:00+00:00,#A801 remains closed between #M9 J4 Lathallan &amp; Vellore Road junction. This is being covered on #TSRadio Central Scotland option.,Vellore,0,3
4.80E+17,2014-06-20 01:58:00+00:00,Road closed from Rutherford and Vellore Woods all the way up 2 lights after Weston. Be safe everybody!,Vellore,0,0
4.70E+17,2014-05-24 23:52:00+00:00,"6 year old hit by car at major Mac and vellore, major Mackenzie closed between via campinalli and Weston road",Vellore,0,0
3.96E+17,2013-10-31 10:30:00+00:00,@amabirdman I'm in Vellore. aah not the same eh. There was one (same as in Madras) in Indiranagar 100ft road long ago that was closed down.,Vellore,0,0
9.04E+16,2011-07-11 14:54:00+00:00,Road is CLOSED n BLOCKED frm Palace Cafe Junc to Sathuvachari lane @ Vellore as da Undrgrund swearage work has started from 2day to 15 Sep.,Vellore,0,0
1.49E+18,2022-02-06 17:55:00+00:00,Yesterday we started around 4.15pm to Vellore from https://t.co/pvXmXECSa1 took 4hr30min to reach Vellore at 120kms.Such a horrible traffic congestion due to uncontrollable traffic at many junctions. Is there any immediate solution !!!,Vellore,0,0
1.48E+18,2022-01-12 12:27:00+00:00,"Much expected #Vellore Green circle traffic island length reduction process has begun. Island traffic grounds around Green circle are being reduced making an additional 20m passage for vehicles to pass through thereby reducing traffic congestion.
https://t.co/1XZAdQ0kd4",Vellore,6,0
1.44E+18,2021-09-11 15:41:00+00:00,"@AspVellore Vellore city’s traffic CONGESTION problems can be solved by clearing these encroachers from the said area, which is 2906.5 sq. Meter as per the RTI of Vellore City Corporation. (REVENUE WARD II, BLOCK NO: 33, TS NO: 2103)",Vellore,0,0
1.42E+18,2021-07-24 07:32:00+00:00,#ANPR with #AI to control traffic congestion and issue parking offences using TF from CCTV goes live testing at #Vellore #annasalai.,Vellore,0,2
2.63E+17,2012-10-28 18:20:00+00:00,Had a very worst journey from vellore to oosur shocking traffic jam on the highway..,Vellore,0,0
1.62E+18,2023-02-10 15:50:00+00:00,"@sahilk Head down Hosur Road, bestu route. Some roadways repair work before Chennai will slow you down. If you’re not leaving too early, Shoolagiri has good breakfast options. Else ahead at Sai Sangeet or Vellore (plenty of good places)",Vellore,1,0
1.54E+18,2022-06-22 05:42:00+00:00,"The Chennai Bangalore NH 48, Vellore district Service road from green circle - GVS fuel station - ROB till towards katpadi road, is not maintained properly by the Department, all heavy vehicles are parked for repair work and the drain is clogged. 
@nitin_gadkari @NHAI_Official",Vellore,2,0
1.76E+18,2024-02-21 15:33:00+00:00,"@girish1789 @UpdatesChennai It's not outer ring road, it's an additional bridge in palar to decongest traffic in green circle, after a decade  it's getting executed
It's connecting northern part of vlr Katpadi with western part of vlr Sathuvachari",Katpadi,0,0
1.16E+18,2019-08-02 23:51:00+00:00,"Traffic came to a halt on the Vasanthapuram – Kaspa road in Vellore and two passenger trains on the Katpadi-Villupuram section were held up for nearly two hours when a generator van which tried to cross the railway track was caught in the middle on Friday.
https://t.co/k5sQopslvc",Vellore,0,0
9.13E+17,2017-09-27 17:17:00+00:00,காட்பாடியில் போக்குவரத்து காவல் துறையினர் சார்பில் சாலை பாதுகாப்பு வாரம் மற்றும் விழிப்புணர்வு பேரணி https://t.co/RIzUpBPBg4,,0,0
3.66E+17,2013-08-10 10:45:00+00:00,heavy traffic in Katpadi road @ 1pm.. vehicles standing from palace cafe circle to thottapalayam :( http://t.co/EbUupRQmhL,Katpadi,0,0
1.87E+17,2012-04-03 03:40:00+00:00,"Traffic changes have been implemented in the city.
The Katpadi road, Thotapaalayam is once again one way road.... http://t.co/Z2ZDgJYD",Katpadi,0,0
1.80E+18,2024-06-08 10:06:00+00:00,"@RaghavjiPatel Vistar road rasta karavo and light karavo road upar praja vajte gajte muki dese
Bypass to samana pati upar everyday accident thay che tame dhrol and gandhinagar ryo che mat lay ne furrrrr
@narendramodi @AmitShah @Bhupendrapbjp",,0,0
1.79E+18,2024-05-12 07:35:00+00:00,"‘’Saving lives and beyond’’
#12/05/2024
 #In a road accident near Adalaj, Gandhinagar (Gujarat) #Team6NDRF rescuers acted swiftly extricated victim from squeezed truck, stablised and shifted him to ambulance for hospital
@NDRFHQ
@CollectorGnr
@PIBAhmedabad
@ANI
@PTI_News
#NDRF4U https://t.co/pVy0c6Kjen",,11,4
1.10E+18,2019-02-14 09:27:00+00:00,"@eastdevon Motorcyclist seriously hurt in Woolbrook Rd Sidmouth last night. Not sure of exact accident location, but there are two very nasty deep potholes on Arcot Road bordering Long Park just before Sidford Rd. These are *shockingly* dangerous for any 2 wheeled road user !!",,0,0
1.00E+18,2018-06-06 12:52:00+00:00,#Devon In Sidmouth - reports of an accident on Woolbrook Road near Arcot Road and Manstone Lane - near the petrol station. [PL],,0,0
9.56E+17,2018-01-23 12:27:00+00:00,#Devon In Sidmouth the A375 Arcot Road is also NOW CLEAR following an accident near Lymebourne Lane [PL],,0,0
8.59E+17,2017-05-01 08:11:00+00:00,"A 37 year-old man, his 9 yr-old son killed in road accident on NH 48 at Arcot in Vellore @timesofindia",Vellore,0,0
8.58E+17,2017-04-28 10:30:00+00:00,#3Novices : Junction in school zone becomes accident-prone Residents say that unauthorised parking on a section of Arcot Road is contributi…,,0,0
8.00E+17,2016-11-18 14:55:00+00:00,"And on Sunday, around 3-4am, I witnessed an accident on Arcot road where a corporate bus driving in the wrong direction ran over a m-biker.",,0,0
7.10E+17,2016-03-15 05:31:00+00:00,#3Novices : College student dies in road accident A car fatally knocked down a 20-year-old college student on a motorbike on Arcot Road nea…,,0,0
6.16E+17,2015-07-01 21:50:00+00:00,"Vehicle Accident (Minor Fuel Leak) - Albion Road @ Arcot Boulevard, Etobicoke (2 Trucks)",,0,0
1.30E+18,2020-09-04 05:21:00+00:00,@ThaneCityPolice @Thane_R_Police @CMOMaharashtra @OfficeofUT @AUThackeray @RidlrMUM @TOIMumbai @IndianExpress Thakur Mall Signal in Mira Bhayender on NH48 is one of the Worst Managed causing daily Traffic Issues &amp; Delays. Adding to delay is the Mismanaged Dahisar #msrdc TollPlaza,,0,0
